Policy,step,avg_qos_score,intent_satisfaction_rate,sla_violation_rate,ar_avg_delay,ar_intent_satisfaction_rate,ar_p95_delay,ar_sla_violated_rate,background_avg_delay,background_intent_satisfaction_rate,background_p95_delay,background_sla_violated_rate,compute_avg_delay,compute_intent_satisfaction_rate,compute_p95_delay,compute_sla_violated_rate,video_avg_delay,video_intent_satisfaction_rate,video_p95_delay,video_sla_violated_rate
cost_aware,41,0.3179674637485193,0.26666666666666666,0.7333333333333333,45.13513204638216,0.0,47.33783747230149,1.0,23.23721333357758,0.3333333333333333,39.06483776055944,0.6666666666666666,30.205516174964206,0.5,35.588241081762504,0.5,36.73727663790119,0.25,37.673152854250795,0.75
cost_aware,42,0.3091730505916915,0.26666666666666666,0.7333333333333333,49.85091475879808,0.0,52.03522079770126,1.0,27.490820480521027,0.3333333333333333,42.36211461853647,0.6666666666666666,31.787704689321192,0.5,37.30702377982805,0.5,36.976044043752886,0.25,42.49449194620082,0.75
cost_aware,43,0.29101269140542935,0.3333333333333333,0.6666666666666666,49.50358043897815,0.0,57.18735572456165,1.0,32.01026484349477,0.6666666666666666,46.16336817619463,0.3333333333333333,33.91691825424694,0.5,41.52487303761425,0.5,37.67618954149354,0.25,47.89658917173225,0.75
cost_aware,44,0.28386498856029296,0.3333333333333333,0.6666666666666666,36.51650429449553,0.0,36.51650429449553,1.0,33.70624984008746,0.6666666666666666,44.311341295433785,0.3333333333333333,36.59947725441286,0.25,45.1,0.75,29.59404993653316,0.5,35.101941260198835,0.5
cost_aware,45,0.3020102035851691,0.3333333333333333,0.6666666666666666,31.213203435596423,0.0,31.213203435596423,1.0,33.955655773547605,0.6666666666666666,39.563698600208276,0.3333333333333333,36.48752931409846,0.25,39.873302404448246,0.75,29.250286221849684,0.5,36.61154036137298,0.5
cost_aware,46,0.3428698079484905,0.26666666666666666,0.7333333333333333,52.33407876096145,0.0,62.42501937547339,1.0,32.00339670656513,0.6666666666666666,35.0429472592841,0.3333333333333333,39.765898328199306,0.5,43.61772342674839,0.5,40.55697950007941,0.0,46.948429173645124,1.0
cost_aware,47,0.3654364297755091,0.4,0.6,52.53960343752326,0.0,57.157165717170564,1.0,34.32386356758347,1.0,48.33808806834443,0.0,32.422678799348986,0.5,36.283108915912095,0.5,49.93270731920571,0.25,65.74488147537558,0.75
cost_aware,48,0.378530623671537,0.4,0.6,48.02234371868368,0.0,52.29700356490122,1.0,29.78865330154929,1.0,43.370815306956445,0.0,28.44024713348953,0.5,32.6583204334331,0.5,45.06701231282739,0.25,60.973865350306184,0.75
cost_aware,49,0.38968023966504955,0.4,0.6,44.22984906097734,0.0,48.09615384615385,1.0,25.750953863654946,1.0,38.55797101099823,0.0,25.462326139460814,0.5,29.448803825330412,0.5,40.65395065570924,0.25,56.619458562752385,0.75
cost_aware,50,0.3978726167298271,0.4,0.6,41.49958234162607,0.0,44.96168197424215,1.0,22.485970216532145,1.0,34.05654403417221,0.0,23.86274646544986,0.5,27.74149890302218,0.5,37.07678372881136,0.25,52.90296034891366,0.75
cost_aware,51,0.40509333049903146,0.4,0.6,40.20273600067357,0.0,43.46454980151183,1.0,20.13583333291188,1.0,30.275,0.0,23.30878329983343,0.5,31.94224529144583,0.5,35.39725285503361,0.25,50.15081148841655,0.75
cost_aware,52,0.40294054540876806,0.4,0.6,40.57629406445709,0.0,45.32240868580084,1.0,22.32372261682022,1.0,30.76695106090103,0.0,25.211729499266397,0.5,36.81067411623028,0.5,36.26778941243377,0.25,48.754105429329684,0.75
cost_aware,53,0.3962318600196962,0.4,0.6,42.55571692332453,0.0,48.441824284871316,1.0,25.749721218967167,1.0,34.86883199755623,0.0,28.69760251646634,0.5,41.94953798329652,0.5,38.71719053030566,0.25,48.987872065221104,0.75
cost_aware,54,0.4013133734580374,0.4,0.6,45.82090519641283,0.0,52.465699428248094,1.0,30.086747769295258,1.0,39.377722846307705,0.0,32.654781188297974,0.5,47.21840643923978,0.5,42.2191469657077,0.25,50.80157627246383,0.75
cost_aware,55,0.38916566949757697,0.4,0.6,49.993576910045164,0.0,57.10416088284242,1.0,34.84598158282983,1.0,44.11835732321639,0.0,36.9206374449448,0.5,52.558546880555554,0.5,46.456058499641614,0.25,53.862387359713836,0.75
cost_aware,56,0.32991551658338414,0.3333333333333333,0.6666666666666666,47.84470916220844,0.0,52.97378750366087,1.0,25.090506886676817,0.6666666666666666,25.559709238860915,0.3333333333333333,31.690052506508486,0.5,33.828805370686766,0.5,46.637423908521484,0.25,54.44166666666667,0.75
cost_aware,57,0.3533220708007709,0.3333333333333333,0.6666666666666666,35.51776695296637,0.0,47.5,1.0,25.274136008356727,0.6666666666666666,29.53813234541439,0.3333333333333333,40.54503417988819,0.5,49.86929300734292,0.5,42.82381878694375,0.25,52.875,0.75
cost_aware,58,0.40068963100490773,0.4666666666666667,0.5333333333333333,34.282228110004304,0.25,49.725621455176764,0.75,29.9463083443312,0.6666666666666666,42.962378808631776,0.3333333333333333,33.40685869327926,0.75,41.52487303761425,0.25,35.665285352413584,0.25,35.74609099468075,0.75
cost_aware,59,0.38300934924121494,0.4666666666666667,0.5333333333333333,42.60126207810193,0.25,57.51872186580624,0.75,24.841158930027625,0.6666666666666666,35.861965503068234,0.3333333333333333,28.88692474972063,0.5,33.3731114142424,0.5,36.71872134707473,0.5,45.13944771442127,0.5
cost_aware,60,0.4322276638936314,0.5333333333333333,0.4666666666666667,49.318141623547895,0.0,55.81617231293241,1.0,29.463373440857836,1.0,40.624615382086645,0.0,27.0918878285729,0.5,34.894832768095704,0.5,38.4310720333832,0.75,42.438910041873704,0.25
cost_aware,61,0.4502485809208509,0.6,0.4,48.77968441294651,0.0,53.22767853768339,1.0,26.557023408782662,1.0,35.616132399291914,0.0,30.689908984864733,0.5,47.25170742248745,0.5,40.71730794940348,1.0,44.86758513568313,0.0
cost_aware,62,0.4566693336112063,0.5333333333333333,0.4666666666666667,46.540010228030155,0.0,53.593704867094935,1.0,24.36257249436641,1.0,30.736043360315062,0.0,26.22165198672693,0.5,42.67058747232155,0.5,39.77317745418222,0.75,49.82900681009461,0.25
cost_aware,63,0.466054574140046,0.5333333333333333,0.4666666666666667,44.38968024693837,0.0,58.897005725994035,1.0,25.459482548506966,1.0,29.255855684222723,0.0,30.09563323252661,0.5,57.21519391664022,0.5,36.47635733369299,0.75,44.37466200755849,0.25
cost_aware,64,0.44475310783710353,0.5333333333333333,0.4666666666666667,38.76792756635831,0.25,53.50226444477216,0.75,24.276081325756653,1.0,25.559709238860915,0.0,18.152386557944297,0.5,19.343076923076925,0.5,31.471805556629537,0.5,46.04430726046914,0.5
cost_aware,65,0.4668227478847123,0.5333333333333333,0.4666666666666667,35.95867351096163,0.0,48.19896358587306,1.0,26.721428173435868,1.0,30.35311071256927,0.0,29.000766313947256,0.75,41.506585365753736,0.25,29.230516892225594,0.5,51.03367244050423,0.5
cost_aware,66,0.49447384141489636,0.6,0.4,30.046180312874966,0.25,35.63321928805992,0.75,28.216370969779213,1.0,35.28491090688111,0.0,31.353894951782866,0.75,38.63829981237449,0.25,18.843148997609973,0.5,31.516365523934056,0.5
cost_aware,67,0.5029103612851885,0.7333333333333333,0.26666666666666666,27.577706856333236,0.5,29.891097397377486,0.5,30.81022329233414,1.0,35.3186839270819,0.0,32.2127140304475,0.75,36.26137674281508,0.25,17.820121457764618,0.75,27.238150616992645,0.25
cost_aware,68,0.5041400294423534,0.7333333333333333,0.26666666666666666,27.734492463326706,0.5,34.223367938150744,0.5,32.07901915734144,1.0,35.41812352231421,0.0,35.015611869238704,0.75,40.16796034248436,0.25,21.52637385947549,0.75,28.268608757913654,0.25
cost_aware,69,0.510131305210116,0.7333333333333333,0.26666666666666666,29.303755713088165,0.5,39.8218850369917,0.5,34.03133115576717,1.0,40.13423706948182,0.0,38.315932526818216,0.75,45.6410498266391,0.25,26.48850095461921,0.75,31.523083492826093,0.25
cost_aware,70,0.5138529500822208,0.7333333333333333,0.26666666666666666,31.507528967308627,0.5,44.23718698747835,0.5,35.87637384075532,1.0,42.903713763747795,0.0,41.117652560716614,0.75,47.94307692307693,0.25,31.78311702812842,0.75,35.69620748577319,0.25
cost_aware,71,0.4846221967869395,0.6,0.4,32.69745542943993,0.25,47.53418305208071,0.75,40.61315698086465,0.6666666666666666,51.23201345726656,0.3333333333333333,39.65121654815423,0.75,47.77192814716003,0.25,35.10075991007933,0.75,39.166666666666664,0.25
cost_aware,72,0.47490307766690937,0.6,0.4,35.81814597119499,0.25,49.29549414334511,0.75,41.63834287998638,0.6666666666666666,53.91749514158763,0.3333333333333333,40.204394226575644,0.75,48.54430766900408,0.25,38.232600370404334,0.75,41.40768317728988,0.25
cost_aware,73,0.4751307326867248,0.6,0.4,39.17185397526961,0.25,52.179345359346584,0.75,41.286972217271746,0.6666666666666666,54.96693108046873,0.3333333333333333,41.16070301294602,0.75,50.196261254848984,0.25,39.642306540565826,0.75,43.42398104232337,0.25
cost_aware,74,0.3873025734404,0.4,0.6,42.75354735734044,0.25,55.91943796770492,0.75,13.722871376374778,0.3333333333333333,13.722871376374778,0.6666666666666666,36.97931106068171,0.5,46.605859000877416,0.5,38.5942935550668,0.5,41.3202251494137,0.5
cost_aware,75,0.42130836980061,0.4,0.6,45.644157359318946,0.0,48.61795209836286,1.0,24.18017362008114,0.6666666666666666,34.015498759178776,0.3333333333333333,35.764958082194866,0.5,43.63333333333333,0.5,35.80939521329187,0.5,42.87996709143917,0.5
cost_aware,76,0.38804675049853044,0.26666666666666666,0.7333333333333333,46.708378801793884,0.0,49.55478175528387,1.0,27.454902963355742,0.6666666666666666,35.3340437670095,0.3333333333333333,38.048907157864065,0.0,49.3337672313983,1.0,34.38116996924196,0.5,45.35361965015733,0.5
cost_aware,77,0.4197385349954313,0.4666666666666667,0.5333333333333333,45.89387208697073,0.0,51.33512199998173,1.0,35.707997778623266,1.0,53.524734960592156,0.0,26.337416118177757,0.25,30.12483223635551,0.75,32.947450536192186,0.75,48.56666666666666,0.25
cost_aware,78,0.41602915703651266,0.5333333333333333,0.4666666666666667,39.086646986153795,0.25,48.77273832333426,0.75,36.861811182814165,1.0,49.62842733873293,0.0,26.33363538862021,0.25,27.183937443907087,0.75,35.306047813167744,0.75,44.57207831296525,0.25
cost_aware,79,0.42325759666386303,0.5333333333333333,0.4666666666666667,34.4222195724649,0.25,44.29320503463494,0.75,36.5094667079644,1.0,46.24837221829644,0.0,25.77922446041356,0.25,30.475115587493782,0.75,35.98494636062756,0.75,43.04978451015544,0.25
cost_aware,80,0.4276847876263843,0.5333333333333333,0.4666666666666667,30.604420634776766,0.25,40.809938694525876,0.75,36.445652156948086,1.0,43.628063115077225,0.0,26.853839814657626,0.25,29.758239892971535,0.75,37.62749648099083,0.75,42.49966782212262,0.25
cost_aware,81,0.45504222825471485,0.4666666666666667,0.5333333333333333,28.93530701060011,0.25,38.9220134210664,0.75,36.68994744849547,1.0,42.06746165227447,0.0,31.091320026220764,0.5,39.23533039709077,0.5,43.83944516472508,0.25,51.211923076923085,0.75
cost_aware,82,0.41641846601256316,0.4666666666666667,0.5333333333333333,29.704641425507216,0.25,39.141620220498154,0.75,38.179183771569996,1.0,41.818600196323395,0.0,29.837785542208852,0.5,34.77334560467054,0.5,44.82477035557572,0.25,52.66003175282587,0.75
cost_aware,83,0.3432315393180226,0.4666666666666667,0.5333333333333333,31.983772059302872,0.25,41.39998826214908,0.75,41.45740389179785,0.6666666666666666,42.928341606434365,0.3333333333333333,26.33456349741367,0.5,33.21934228871702,0.5,38.63495316187563,0.5,40.460007135426146,0.5
cost_aware,84,0.32479069943111033,0.26666666666666666,0.7333333333333333,40.69651009653991,0.0,53.14136767411115,1.0,31.63442253430798,0.0,31.63442253430798,1.0,25.02935122122184,0.5,34.08439009341505,0.5,39.99585575628101,0.5,40.63692307692308,0.5
cost_aware,85,0.3390091343692331,0.26666666666666666,0.7333333333333333,45.152066951269575,0.0,58.442909051633485,1.0,26.453713763747793,0.3333333333333333,26.453713763747793,0.6666666666666666,29.859068416537667,0.5,50.158707757594094,0.5,48.695157942990974,0.25,52.4847041246777,0.75
cost_aware,86,0.36878781383290077,0.2,0.8,45.19330405383775,0.0,53.042725969681534,1.0,39.13124092848303,0.3333333333333333,48.55002020056443,0.6666666666666666,28.411620655004498,0.5,45.48781269543358,0.5,48.19092515056193,0.0,50.43404318845679,1.0
cost_aware,87,0.40666424818825747,0.4,0.6,44.70313133007099,0.0,54.79166666666666,1.0,35.160331745106916,1.0,44.29868391440559,0.0,25.470053716476045,0.25,34.354700832900605,0.75,43.75640653319892,0.5,48.33345160144736,0.5
cost_aware,88,0.3653537811863087,0.2,0.8,38.53678206982963,0.0,49.55248172502267,1.0,26.91074953110181,0.6666666666666666,33.981128426490145,0.3333333333333333,31.682933764714207,0.0,38.758922467838474,1.0,42.65431337693032,0.25,46.79397250906232,0.75
cost_aware,89,0.3970597131353841,0.4666666666666667,0.5333333333333333,35.8749565411705,0.5,44.345812888033215,0.5,24.119382089555515,0.6666666666666666,32.16802142636147,0.3333333333333333,33.85695512632633,0.25,39.44057361102768,0.75,37.225793280798726,0.5,41.687112463148765,0.5
cost_aware,90,0.4111163426463674,0.4666666666666667,0.5333333333333333,31.196830499671165,0.5,39.20412177434375,0.5,23.926305249427394,0.6666666666666666,31.22761049885479,0.3333333333333333,32.98206362023827,0.25,34.786812618440415,0.75,32.91056125986691,0.5,39.10244586029949,0.5
cost_aware,91,0.42467565208798036,0.4666666666666667,0.5333333333333333,27.640822642868994,0.5,34.22167134831358,0.5,26.00680037147763,0.6666666666666666,31.247115237456146,0.3333333333333333,32.89021057302395,0.25,34.354700832900605,0.75,29.783937578429807,0.5,38.84228398319588,0.5
cost_aware,92,0.4287396266896351,0.4666666666666667,0.5333333333333333,26.21266740255504,0.5,29.791666666666664,0.5,28.940579708129434,0.6666666666666666,32.224615382086654,0.3333333333333333,32.71987613100315,0.25,38.41554247935867,0.75,28.460804594923683,0.5,41.02551026761084,0.5
cost_aware,93,0.42352998938435865,0.4,0.6,28.28163590131505,0.25,31.864027483754285,0.75,32.40296921986642,0.6666666666666666,34.06989507941778,0.3333333333333333,31.550567121473257,0.25,42.794884066209,0.75,29.45192732261452,0.5,44.83299881580177,0.5
cost_aware,94,0.4405374473953968,0.3333333333333333,0.6666666666666666,31.92720850798193,0.25,35.310570914145735,0.75,34.40329780943438,0.3333333333333333,34.40329780943438,0.6666666666666666,35.680913319092326,0.25,49.67796379150095,0.75,35.45617341277867,0.5,49.64371415781068,0.5
cost_aware,95,0.4390726790259394,0.3333333333333333,0.6666666666666666,35.711060064227524,0.0,38.53178052628331,1.0,35.864997958350266,0.3333333333333333,35.864997958350266,0.6666666666666666,34.50405311876391,0.25,50.67969792185244,0.75,35.64633215815476,0.75,54.606563224569406,0.25
cost_aware,96,0.4757360186416004,0.4,0.6,36.31253275317009,0.0,40.90722165347892,1.0,35.70823892669951,0.6666666666666666,37.01318004396464,0.3333333333333333,25.982543693860357,0.25,40.49049697458399,0.75,33.96283266507939,0.75,51.71915007452384,0.25
cost_aware,97,0.48010490976827974,0.4,0.6,35.80427423955978,0.0,46.0763621383166,1.0,33.58349920162677,0.6666666666666666,37.84959053808673,0.3333333333333333,23.534233325505895,0.25,35.954161616392554,0.75,34.97693177995789,0.75,54.785901101838874,0.25
cost_aware,98,0.47185281299980264,0.4666666666666667,0.5333333333333333,35.304779445603266,0.0,43.76244544024728,1.0,30.316775975732433,0.6666666666666666,32.41278272069563,0.3333333333333333,28.883291618970887,0.5,41.52487303761425,0.5,28.785008032001333,0.75,37.182110416108294,0.25
cost_aware,99,0.48854194992980177,0.4666666666666667,0.5333333333333333,32.419357722194924,0.0,38.45914458134817,1.0,25.441483751521766,0.6666666666666666,27.825000000000003,0.3333333333333333,28.661107781760222,0.5,37.30702377982805,0.5,24.687881286507654,0.75,32.85137900582031,0.25
cost_aware,100,0.5380848839026943,0.6,0.4,29.83068257531841,0.25,33.15584372244906,0.75,28.297297236413154,1.0,39.48816094087953,0.0,29.170349885482025,0.5,33.250464513225985,0.5,22.529651934646477,0.75,29.187632492259844,0.25
llm_cost_aware_openrouter,1,0.5215462341256734,0.4,0.6,32.57390547129499,0.0,36.92582403567252,1.0,29.803126820102495,1.0,40.322426480330236,0.0,41.691234968581654,0.5,47.30031745431546,0.5,42.946764026633886,0.25,44.22419842025213,0.75
llm_cost_aware_openrouter,2,0.5101316798302332,0.4,0.6,36.8340256082595,0.0,43.00094695611021,1.0,32.800682903856405,1.0,39.40019233316977,0.0,45.116382498352074,0.5,51.94881290096569,0.5,43.59752729163117,0.25,46.62231786199924,0.75
